STA,Station Name,Elevation,Latitude,Longitude,Nearby City,Hydro,Basin,Owner,Maintenance,Operator,Map,Collect,County Name,Basin Name,Agency Name,Hydro Area,Sensors,
RDH,READER RANCH,2025,39.304,-121.117,NEVADA CITY,5,7401, , ,3,13,0,NEVADA,YUBA R,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78",
RLD,RELIEF DAM,7250,38.28,-119.73,,6,8501, , ,67,19,0,TUOLUMNE,STANISLAUS R,Pacific Gas and Electric Company, Angels Camp,SAN JOAQUIN RIVER,"3,18,82",
RPN,RIPON,35,37.73,-121.109,RIPON,6,8501, , ,50,23,0,SAN JOAQUIN,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,61,100",
RRI,ROUGH AND READY ISLAND,15,37.963,-121.365,STOCKTON,6,9001, , ,705,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources, DES,SAN JOAQUIN RIVER,"1,4,5,9,10,14,20,21,25,26,27,28,30,31,32,61,62,100,141,144",
RWL,ROWLAND CREEK,6700,40.013,-120.293,,5,7301, , ,2,10,0,PLUMAS,FEATHER R,CA Dept of Water Resources, Beckwourth,SACRAMENTO RIVER,"3,18,82",
S12,MF STANISLAUS R BL SANDBAR DIV DAM,2720,38.183056,-120.157776,AVERY,6,8501, , ,60,18,20,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"20",
SCO,EEL RIVER AT SCOTIA,160,40.4915237426758,-124.099769592285,SCOTIA,1,1201,700,999,5,6,0,HUMBOLDT,EEL R,USGS and DWR,NORTH COAST,"1,14,20,41,169",
SCW,SUCCESS WEATHER,590,36.05,-118.9139,PORTERVILLE,7,9601, , ,56,32,0,TULARE,TULE R,US Army Corps of Engineers,TULARE LAKE,"2,4,9,10,12,14,17,26,29,47,175",
SGA,SUGAR CUT,8,37.7928598,-121.4214954,TRACY,6,9001, , ,1,23,21,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"20,21,25,100",
SGF,SPRING GAP FOREBAY,5100,38.172,-120.103,PINECREST,6,8501, , ,60,18,0,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,45",
SGP,SUGAR PINE,3843,39.128,-120.75,MICHIGAN BLUFF,5,7701,50,700,50,14,0,PLACER,AMERICAN R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45",
SHQ,SHADEQUARTER MOUNTAIN,4069,36.571,-118.972,BADGER,7,9501, , ,3,32,0,TULARE,KAWEAH R,CAL FIRE,TULARE LAKE,"2,4,9,10,11,12,13,14,30,31,32",
SIL,SILVER LAKE,7100,38.678,-120.118,KIT CARSON,5,7701,50,700,50,18,0,EL DORADO,AMERICAN R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,3,4,14,18,30,31,32,45,82",
SIS,SACTO INFLOW-SHASTA,2800,40.718,-122.42,REDDING,5,6701, , ,50,8,0,SISKIYOU,PIT R,US Bureau of Reclamation,SACRAMENTO RIVER,"65,66",
SJE,SAN JOSE (ALERT),58,37.362,-121.927,SAN JOSE,2,2301, , ,143,23,0,SANTA CLARA,LOS GATOS CR (NEAR SAN JOSE),Santa Clara County,SAN FRANCISCO BAY,"2,16,45",
SJG,SAN JOAQUIN RIVER AT GARWOOD BRIDGE,13,37.935,-121.329,STOCKTON,6,9001, , ,58,23,0,SAN JOAQUIN,SAN JOAQUIN R,US Geological Survey,SAN JOAQUIN RIVER,"1,20,21,25,28,100,221",
SJM,SAN JOAQUIN AT MAMMOTH POOL,795,37.317,-119.329,BIG CREEK,6,9001, , ,68,25,0,MADERA,SAN JOAQUIN R,Southern California Edison Company, Big Creek,SAN JOAQUIN RIVER,"65",
SKT,STOCKTON DEEP WATER CHANNEL,15,37.9517,-121.3214,STOCKTON,6,9001, , ,56,23,0,SAN JOAQUIN,SAN JOAQUIN R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"14,177",
SLF,SAN LUIS RESERVOIR (FEDERAL),543,37.001,-121.002,LOS BANOS,6,9201, , ,1,23,0,MERCED,SAN JOAQUIN VLY WEST,CA Dept of Water Resources,SAN JOAQUIN RIVER,"15",
SLM,STANISLAUS MEADOW,7750,38.5055,-119.9373,BEAR VALLEY,6,8501,50,700,50,19,0,ALPINE,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"2,3,4,14,16,18,30,31,32,45,82",
SMC,ST MARYS COLLEGE,620,37.842,-122.107,MORAGA,2,2001, , ,107,22,0,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"16",
SMI,SMITH MOUNTAIN,3920,36.083,-120.608,SAN ARDO,3,3301,701,999,703,30,0,MONTEREY,SALINAS R,CA Dept of Water Resources/O & M,CENTRAL COAST,"2,14,45",
SMM,SMITH MEADOWS,6600,37.917,-119.75,,6,8601, , ,999,25,0,TUOLUMNE,TUOLUMNE R,None Specified,SAN JOAQUIN RIVER,"3,18,82",
SNO,SONOMA COUNTY AIRPORT (SANTA ROSA),114,38.503887,-122.81028,SANTA ROSA,1,1601, , ,40,16,13,SONOMA,RUSSIAN R,National Weather Service,NORTH COAST,"2,45",
SPK,SPANISH CK ABV BLACKHAWK CK AT KEDDIE,3130,40.0029487609863,-120.954399108887,QUINCY,5,7301, , ,58,10,0,PLUMAS,FEATHER R,US Geological Survey,SACRAMENTO RIVER,"1,14,20",
SPV,SPRINGVILLE TULE,4070,36.2,-118.65,PORTERVILLE,7,9601, , ,40,32,0,TULARE,TULE R,National Weather Service,TULARE LAKE,"2,45",
SQV,SQUAW VALLEY GOLD COAST,8200,39.194,-120.276,TAHOE CITY,8,10501, , ,54,14,0,PLACER,TRUCKEE R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82",
SRC,SIERRA CITY,4700,39.5678,-120.6528,SIERRA CITY,5,7401,700,700,1,14,0,SIERRA,YUBA R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45",
SRF,SARDINE FLAT,5800,39.622,-120.612,,5,7401, , ,999,14,0,SIERRA,YUBA R,None Specified,SACRAMENTO RIVER,"3,18,82",
SRJ,STANISLAUS R NEAR JACOB MEYERS PARK,98,37.7469,-120.9713,RIVERBANK,6,8501, , ,801,24,0,SAN JOAQUIN,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
SRR,SIERRAVILLE RS (USFS),4975,39.583,-120.367,SIERRAVILLE,5,7301, , ,44,14,0,SIERRA,FEATHER R,US Forest Service,SACRAMENTO RIVER,"2,45",
SSJ,SOUTH SAN JOAQUIN CANAL,334,37.854,-120.637,KNIGHTS FERRY,6,8401, , ,58,24,0,AMADOR,CALAVERAS R,US Geological Survey,SAN JOAQUIN RIVER,"23,69",
SSK,SACRAMENTO SLOUGH NR KARNAK,20,38.7793655395508,-121.637756347656,KARNAK,5,6501, , ,1,17,0,SUTTER,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20",
SSM,SUNNYSIDE MEADOW,6300,39.697,-120.78,,5,7401, , ,83,14,0,SIERRA,YUBA R,Yuba County Water Agency,SACRAMENTO RIVER,"3,18,82",
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,5,38.191267,-121.637881,RIO VISTA,5,6501, , ,704,16,17,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,20,21,25,27,61,100,222,223,224,225,226,227,228,229,230",
TBC,TALBOT CAMP,5750,39.193,-120.377,,5,7701,999,999,87,14,0,PLACER,AMERICAN R,Placer County Water Agency,SACRAMENTO RIVER,"3,18,82",
TCP,TIGER CREEK POWERHOUSE,2360,38.45,-120.483,JACKSON,6,8301, , ,60,18,0,CALAVERAS,MOKELUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,4,12,14,16,30,31,32,45",
TEH,SACRAMENTO RIVER AT TEHAMA BRIDGE,213,40.0287551879883,-122.117980957031,TEHAMA,5,6501,700,999,1,8,0,TEHAMA,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,169",
TFR,THERMALITO FOREBAY,230,39.519,-121.629,OROVILLE,5,7301, , ,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"15,69",
TGR,TIGER CREEK PH,2360,38.45,-120.483,WEST POINT,6,8301, , ,60,18,0,AMADOR,MOKELUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,45",
THE,LAKE THOMAS A EDISON,7800,37.382,-119.02,,6,9001, , ,68,25,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company, Big Creek,SAN JOAQUIN RIVER,"3,18,82",
TIL,TID CANAL AT LA GRANGE,296,37.672,-120.443,TURLOCK,6,8601, , ,203,24,0,STANISLAUS,TUOLUMNE R,Turlock Irrigation District,SAN JOAQUIN RIVER,"20",
TIS,SACTO R AT TISDALE WEIR (CREST 45.5'),45,39.026439666748,-121.822082519531,GRIMES,5,6501, , ,1,13,0,SUTTER,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,16,20,169",
TLR,TULE R NR ROAD 64,240,36.0872,-119.4289,CORCORAN,6,9601, , ,56,31,0,TULARE,TULE R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,14",
TM1,THOMPSON MEADOW SITE1,5504,39.979199,-120.476418,PORTOLA,5,7301, , ,707,14,2,PLUMAS,FEATHER R,CA Dept of Water Resources, NRO,SACRAMENTO RIVER,"1,14,20,164,165",
TMT,THERMALITO  TOTAL,140,39.458,-121.638,OROVILLE,5,7301, , ,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"15",
TNL,TRINITY R AT LEWISTON,1816,40.719,-122.802,LEWISTON,1,901, , ,50,8,0,TRINITY,TRINITY R,US Bureau of Reclamation,NORTH COAST,"65,66",
TPI,TOM PAINE SLOUGH ABV INTAKE STRUCTURE,9,37.7901000976563,-121.418510437012,TRACY,6,9001, , ,1,999,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,25,100,141,144",
TRF,TRUCKEE RIVER AT FARAD,5153,39.428,-120.033,RENO, NV,8,10601, , ,58,14,0,NEVADA,LAKE TAHOE,US Geological Survey,NORTH LAHONTAN,"65,66",
TRR,KAWEAH RIVER AT THREE RIVERS,833,36.4439,-118.9044,THREE RIVERS,7,9501, , ,56,32,0,TULARE,KAWEAH R,US Army Corps of Engineers,TULARE LAKE,"20",
TUL,TULLOCH,515,37.875,-120.603,SONORA,6,8501, , ,50,24,0,CALAVERAS,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"6,15,22,23,48,71,74,76,85,94,200",
TUM,TUOLUMNE MEADOWS,8600,37.873,-119.35,TUOLUMNE MEADOWS,6,8601,702,702,1,25,0,TUOLUMNE,TUOLUMNE R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,2,3,4,5,9,10,12,14,18,20,25,26,27,30,31,32,45,52,82,103,104,105,106,115,146,194,195,196,197,198,199,208",
TUN,TUNNEL GUARD STATION,8900,36.367,-118.288,LONE PINE,7,9701,702,702,702,32,0,TULARE,KERN R,CA Dept of Water Resources/Snow Surveys,TULARE LAKE,"3,4,14,30,31,32,82",
UBC,UPPER BURNT CORRAL,9700,37.1835594177246,-118.937767028809,,7,9401,702,702,702,999,0,FRESNO,KINGS R,CA Dept of Water Resources/Snow Surveys,TULARE LAKE,"3,4,14,18,30,31,32,82",
UCC,UPPER CHERRY CK,4750,38.031331,-119.901417,HETCH HETCHY,6,8601, , ,180,19,2,TUOLUMNE,TUOLUMNE R,San Francisco County,SAN JOAQUIN RIVER,"1,14,20,146",
UNV,UNION VALLEY,4870,38.864,-120.438,RIVERTON,5,7701, , ,85,18,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"6,15,22",
VER,VERNALIS (USBR),0,37.667,-121.267,MODESTO,6,9001, , ,50,23,0,SAN JOAQUIN,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,100",
VNI,SAN JOAQUIN RIVER AT VENICE ISLAND,0,38.050178527832,-121.496696472168,LODI,5,9001, , ,703,999,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"1,2,14,17,45,141",
VNS,SAN JOAQUIN RIVER NEAR VERNALIS,35,37.6760406494141,-121.266326904297,MODESTO,6,9001,700,999,5,23,0,SAN JOAQUIN,SAN JOAQUIN R,USGS and DWR,SAN JOAQUIN RIVER,"1,14,20,41,146,169",
W92,SAN JOAQUIN R - MONITORING WELL92,100,37.1045,-120.5916,LOS BANOS,6,9001, , ,50,24,0,MERCED,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,100,170",
WBE,WALKER BASIN (EAST),4220,35.384,-118.412,TEHACHAPI,7,9750, , ,115,39,0,KERN,CALIENTE CR,Kern County,TULARE LAKE,"14,16",
WCB,NO FK WILLOW CK BLW BASS LAKE,3200,37.2933,-119.5278,BASS LAKE,6,9001, , ,60,25,0,MADERA,SAN JOAQUIN R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"1,14",
WCR,W-26 WILLOW CREEK AT REX RANCH,2300,37.1919,-119.493,NORTH FORK,6,9001, , ,61,25,0,MADERA,SAN JOAQUIN R,Pacific Gas and Electric Company, Auberry,SAN JOAQUIN RIVER,"1,14",
WFR,WEST BRANCH FEATHER RIVER NEAR MAGALIA,1380,39.8139839172363,-121.571182250977,MAGALIA,5,7301, , ,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20",
WHT,WHITMORE (CDF),2454,40.6194,-121.8994,WHITMORE,5,6501, , ,3,9,0,SHASTA,SACRAMENTO R,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
WIL,WILLITS HOWARD RS,1925,39.3506,-123.3217,WILLITS,1,1601,700,700,1,11,0,MENDOCINO,RUSSIAN R,CA Dept of Water Resources,NORTH COAST,"2,4,14,16,45",
WLD,WOODLAND,70,38.688,-121.795,WOODLAND,5,7101, , ,157,17,0,YOLO,SACTO VLY WEST,Yolo County,SACRAMENTO RIVER,"4,9,10,12,14,16,17",
WSF,WEAPONS STATION FIRE,49,38.019,-122.02,CLYDE,2,2001, , ,107,16,23,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"16",
WSH,LAKE WISHON,6550,37.011,-118.983,FRESNO,7,9401, , ,60,26,0,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"2,45",
WTW,WATSONVILLE WATER,95,36.933,-121.767,SANTA CRUZ,3,3201, , ,40,29,0,SANTA CRUZ,PAJARO R,National Weather Service,CENTRAL COAST,"2",
YPB,YUBA RIVER AT PARKS BAR BRIDGE,0,39.2306,-121.2817,SMARTVILLE,5,7401, , ,1,13,0,YUBA,YUBA R,CA Dept of Water Resources,SACRAMENTO RIVER,"20",
PR3,PIT3 PH (PG&E),2100,40.998,-121.747,BURNEY,5,6701, , ,60,9,0,SHASTA,PIT R,Pacific Gas & Electric,SACRAMENTO RIVER,"2,12,14,16,30,45",
PRC,PRAIRIE CITY,311,38.592,-121.161,RANCHO CORDOVA,5,7701, , ,134,17,0,SACRAMENTO,AMERICAN R,Sacramento County,SACRAMENTO RIVER,"2",
PRM,POST CORRAL MEADOW,8200,37.122,-118.895,,7,9401, , ,61,26,0,FRESNO,KINGS R,Pacific Gas and Electric Company, Auberry,TULARE LAKE,"3,18,82",
PRT,PORTOLA,4850,39.8,-120.467,PORTOLA,5,7301, , ,40,14,0,PLUMAS,FEATHER R,National Weather Service,SACRAMENTO RIVER,"2,45",
PSR,POISON RIDGE,6900,37.403,-119.52,BASS LAKE,6,9001,50,700,50,25,0,MADERA,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"2,3,4,14,16,18,45,82",
STO,SF TUOLUMNE R NR OAKLAND REC CAMP,2800,37.8217,-120.0119,GROVELAND,6,8601, , ,275,24,0,TUOLUMNE,TUOLUMNE R,City and County of San Francisco,SAN JOAQUIN RIVER,"1,14,20,41",
STR,OSTRANDER LAKE,8200,37.637,-119.55,WAWONA,6,8701,702,702,702,25,0,MARIPOSA,MERCED R,CA Dept of Water Resources/Snow Surveys,SAN JOAQUIN RIVER,"2,3,4,9,10,12,14,18,31,32,45,77,78,82,103,104,105,106,107,108,115",
SUG,SUGARLOAF (USFS),4200,40.917,-122.438,REDDING,5,6501, , ,44,8,0,SHASTA,SACRAMENTO R,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,77,78",
SUT,SUTTER SLOUGH AT COURTLAND,0,38.3286,-121.5772,COURTLAND,5,6501, , ,58,17,0,SACRAMENTO,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,20,21,25,61,100,221",
SVC,SILVER CR BLW CAMINO DAM,1863,38.824,-120.538,POLLOCK PINES,5,7701, , ,85,18,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"20,65,66",
SWF,SAWMILL FLAT,7100,39.342,-120.502,TRUCKEE,5,7401, , ,999,14,0,NEVADA,YUBA R,None Specified,SACRAMENTO RIVER,"3,18,82",
EWR,EAST WALKER RIVER NR BRIDGEPORT,6400,38.328,-119.214,BRIDGEPORT,8,10801, , ,58,19,0,MONO,WALKER R,US Geological Survey,NORTH LAHONTAN,"65,66",
FBD,FORBESTOWN DITCH (OROV-WYAN CANAL),3166,39.55,-121.18,OROVILLE,5,7301, , ,80,13,0,BUTTE,FEATHER R,South Feather Water and Power Agency,SACRAMENTO RIVER,"69",
FFB,SAN JOAQUIN R AT FREMONT FORD BRIDGE,65,37.3099403381348,-120.931037902832,GUSTINE,6,9001, , ,58,24,0,MERCED,SAN JOAQUIN R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,20,25,41,100",
BCO,SOUTH FORK BIG RIVER NEAR COMPTCHE,510,39.23,-123.463,COMPTCHE,1,1605, , ,1,11,0,MENDOCINO,BIG R,CA Dept of Water Resources,NORTH COAST,"1,14,25",
BCY,BUCKEYE ROUGHS,7900,38.188,-119.442,,8,10801, , ,999,19,0,MONO,WALKER R,None Specified,NORTH LAHONTAN,"3,18,82",
BDL,BELDON LANDING,0,38.1869,-121.9708,FAIRFIELD,5,6501, , ,705,17,0,SOLANO,SACRAMENTO R,CA Dept of Water Resources, DES,SACRAMENTO RIVER,"1,5,14,25,100",
BDT,SAN JOAQUIN R AT BRANDT BRIDGE,0,37.865,-121.3231,LATHROP,6,9001, , ,703,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/O & M,SAN JOAQUIN RIVER,"1,5,14,20,21,25,41,100,141,144",
BER,BERRYESSA,456,38.513,-122.104,WINTERS,5,8001, , ,50,16,10,NAPA,PUTAH CR,US Bureau of Reclamation,SACRAMENTO RIVER,"6,15,22,23,45,76",
SBC,STANISLAUS R BEFORE CONF OF SAN JOAQUIN,19,37.67,-121.225,RIPON,6,8501, , ,801,23,0,SAN JOAQUIN,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
SCA,SCOTIA,139,40.483,-124.1,,1,1201, , ,40,6,0,HUMBOLDT,EEL R,National Weather Service,NORTH COAST,"2",
SCE,SCENIC MEADOW,9650,36.685,-118.597,,7,9401, , ,91,32,0,TULARE,KINGS R,Kings River Water Association,TULARE LAKE,"3,18,82",
AMN,AMERICAN NF AT N FORK DAM,715,38.9361,-121.0228,FOLSOM,5,7701, , ,58,17,0,SACRAMENTO,AMERICAN R,US Geological Survey,SACRAMENTO RIVER,"65,66",
AMW,KINGS RIVER BELOW ARMY WEIR,230,36.386,-119.787,LEMOORE,7,9401, , ,56,31,0,KINGS,KINGS R,US Army Corps of Engineers,TULARE LAKE,"1,20",
APU,ANGWIN PACIFIC UNION COL,1815,38.5731,-122.4406,ST HELENA,2,1901, , ,40,16,0,NAPA,NAPA R,National Weather Service,SAN FRANCISCO BAY,"2",
DNL,DONNER LAKE (STORAGE),5938,39.324,-120.233,TRUCKEE,8,10501, , ,146,14,0,NEVADA,TRUCKEE R,Sierra County,NORTH LAHONTAN,"15",
DON,DONNELLS,4835,38.329,-119.96,PINECREST,6,8501, , ,50,19,0,TUOLUMNE,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"15,22,23",
KNT,KENT,415,37.997,-122.702,FOREST KNOLLS,2,1701, , ,89,22,0,MARIN,COAST-MARIN,Marin Municipal Water District,SAN FRANCISCO BAY,"15",
KR1,KERN PH 1,1000,35.46,-118.77,BAKERSFIELD,7,9701, , ,68,39,0,KERN,KERN R,Southern California Edison Company, Big Creek,TULARE LAKE,"2,45",
KRI,KERN R-BLW ISABELLA,2435,35.639,-118.484,KERNVILLE,7,9701, , ,56,39,0,KERN,KERN R,US Army Corps of Engineers,TULARE LAKE,"65,66",
6SI,TULARE PRECIPITATION INDEX,0,36.288,-118.702,PORTERVILLE,7,9801, , ,702,31,6,TULARE,TULARE LAKE,CA Dept of Water Resources/Snow Surveys,TULARE LAKE,"2,45",
ABN,LAKE AUDRAIN,7300,38.82,-120.037,MEYERS,5,7701, , ,14,18,0,EL DORADO,AMERICAN R,Placerville Ranger District,SACRAMENTO RIVER,"3,18,82",
ACC,ALAMEDA CK BL CALAVERAS CK NR SUNOL CA,430,37.504,-121.824,SUNOL,2,2101, , ,58,23,0,SANTA CLARA,ALAMEDA CR,US Geological Survey,SAN FRANCISCO BAY,"1,14",
ACD,ALAMEDA CK ABOVE DIV DAM NR SUNOL CA,930,37.4974365234375,-121.773567199707,SUNOL,2,2101, , ,58,23,0,SANTA CLARA,ALAMEDA CR,US Geological Survey,SAN FRANCISCO BAY,"1,14",
ADN,ADIN RS,4195,41.194,-120.944,ADIN,5,6701, , ,44,5,0,MODOC,PIT R,US Forest Service,SACRAMENTO RIVER,"2",
AHD,ARROYO HONDO NR SAN JOSE CA,784,37.4616050720215,-121.769393920898,SAN JOSE,2,2101, , ,58,23,0,SANTA CLARA,ALAMEDA CR,US Geological Survey,SAN FRANCISCO BAY,"1,14",
AHV,ASH VALLEY,5090,41.058,-120.706,DIAZ SPRING,5,6701, , ,59,5,0,LASSEN,PIT R,US Bureau of Land Management,SACRAMENTO RIVER,"2,4,9,10,12,13,14,26,30,31,32,77,78",
ALN,ALAMEDA CK NR NILES,86,37.587158203125,-121.960792541504,NILES,2,2101, , ,58,23,0,ALAMEDA,ALAMEDA CR,US Geological Survey,SAN FRANCISCO BAY,"1,14,20,25",
ARY,ARROYO SECO,980,36.23,-121.488,GREENFIELD,3,3301, , ,44,29,0,MONTEREY,SALINAS R,US Forest Service,CENTRAL COAST,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78",
AST,AUSTRIAN,1125,37.132,-121.93,SAN JOSE,2,2301, , ,213,23,0,SANTA CLARA,LOS GATOS CR (NEAR SAN JOSE),San Jose Water Company,SAN FRANCISCO BAY,"15",
ATL,ATLAS PEAK,1660,38.433,-122.25,NAPA,2,1901,700,999,700,16,0,NAPA,NAPA R,CA Dept of Water Resources/Flood Management,SAN FRANCISCO BAY,"2,4,14,16,45",
ATW,ATWELL CAMP,6400,36.464,-118.631,SILVER CITY,7,9501, , ,56,32,0,TULARE,KAWEAH R,US Army Corps of Engineers,TULARE LAKE,"2,45",
B08,21N1E13L03M CHICO UNIV FARM,151,39.673446,-121.814422,CHICO,5,7201, , ,104,12,2,BUTTE,BUTTE CR,Butte County,SACRAMENTO RIVER,"25,170",
BAS,SOUTH FORK BATTLE CREEK NEAR MANTON,997,40.4058036804199,-121.980674743652,MANTON,5,6501, , ,1,9,0,TEHAMA,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,25",
BGP,BIG PINE CREEK,9800,37.127857208252,-118.478157043457,BIG PINE,9,11001,702,702,702,999,0,INYO,OWENS R,CA Dept of Water Resources/Snow Surveys,SOUTH LAHONTAN,"3,4,14,18,82",
BHM,BEACH MEADOWS,7650,36.122,-118.293,FAIRVIEW,7,9701, , ,29,32,0,TULARE,KERN R,Kern River Ranger District,TULARE LAKE,"3,18,82",
BHV,BEEHIVE MEADOW,6500,37.995,-119.78,MATHER,6,8601, , ,52,25,0,TUOLUMNE,TUOLUMNE R,Yosemite National Park,SAN JOAQUIN RIVER,"3,18,82",
BKK,BLACKROCK,8200,36.093,-118.261,PORTERVILLE,7,9701, , ,44,32,0,TULARE,KERN R,US Forest Service,TULARE LAKE,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
BLL,BLACKLOCK (NE1),0,38.1801,-121.9069,MONTEZUMA,5,6501, , ,705,17,0,SOLANO,SACRAMENTO R,CA Dept of Water Resources, DES,SACRAMENTO RIVER,"1,6,9,10,14,16,17,25,61,100",
BM2,BALD MOUNTAIN2,2865,37.58,-121.35,VERNALIS,6,9001, , ,40,23,0,SAN JOAQUIN,SAN JOAQUIN R,National Weather Service,SAN JOAQUIN RIVER,"16",
BRP,BEAR PEAK,8228,35.884,-118.052,SACATAR,7,9701, , ,59,39,0,TULARE,KERN R,US Bureau of Land Management,TULARE LAKE,"2,4,9,10,12,13,14,26,30,31,32,77,78",
BSK,BURNSIDE LAKE,8129,38.7194,-119.8942,SORENSENS,8,10701, , ,54,19,0,ALPINE,CARSON R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,82",
BSL,BUTTE SLOUGH NR MERIDIAN,13,39.1714744567871,-121.901649475098,MERIDIAN,5,6501, , ,1,13,0,SUTTER,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20",
BSO,BUTTE SLOUGH AT OUTFALL GATES,50,39.1951599121094,-121.936569213867,COLUSA,5,6501, , ,1,13,0,SUTTER,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,25",
BTA,BETA,7600,38.8,-120.2,STRAWBERRY,5,7701, , ,703,18,0,EL DORADO,AMERICAN R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,3,14,82",
BTD,BRENTWOOD - CONTRA COSTA CO CORP YARD,95,37.92,-121.678,BRENTWOOD,2,2001, , ,107,23,23,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"16",
BUN,BURNT CORRAL MEADOW,6200,36.225,-118.493,,7,9701, , ,999,32,0,TULARE,KERN R,None Specified,TULARE LAKE,"3,18,82",
BV2,BEAR VALLEY RIDGE 2,6600,38.527,-120.228,BEAR VALLEY,6,8301, , ,999,18,0,AMADOR,MOKELUMNE R,None Specified,SAN JOAQUIN RIVER,"3,18,82",
BWS,LAKE SPAULDING S YUBA SYSTEM,5390,39.441,-120.658,TRUCKEE,5,7401, , ,60,14,0,NEVADA,YUBA R,Pacific Gas & Electric,SACRAMENTO RIVER,"15,69",
BYL,BRYTE LAB,25,38.60009765625,-121.539543151855,BRYTE,5,6501, , ,704,999,2,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,14",
C12,CAL AQUEDUCT CHECK 12 (KA006633),224,37.118,-121.058,SANTA NELLA,6,9001, , ,703,23,0,MERCED,SAN JOAQUIN R,CA Dept of Water Resources/O & M,SAN JOAQUIN RIVER,"25,100",
CAH,CAHOON,2230,36.358,-121.542,JAMESBURG,3,3601, , ,3,29,0,MONTEREY,CARMEL R,CAL FIRE,CENTRAL COAST,"2,4,9,10,11,12,13",
